IMO/LR/IHS No.;Name of Ship;Flag;MMSI;Callsign;Status;GT;Ship Type
9624316;AURA;Russia;273355480;UBDJ5;In Service/Commission;5160;Chemical/Products Tanker
8918643;AVACHA;Russia;273310460;UHMM;In Service/Commission;1195;Fish Factory Ship
9522403;AVANGARD;Russia;273349080;UBWL4;In Service/Commission;5484;Rail Vehicles Carrier
9164512;AVIOR;Russia;273415140;UHFR;In Service/Commission;8829;Products Tanker
8504258;AVRORA;Russia;273330710;UIZK;In Service/Commission;3735;General Cargo Ship
9300348;AVRORA ALTAIR;Russia;273444390;UBYS;In Service/Commission;4378;Products Tanker
9340879;AVRORA ASTRAY;Russia;273431390;UHHR;In Service/Commission;4378;Products Tanker
9340881;AVRORA POLARIS;Russia;273433790;UGVJ;In Service/Commission;4378;Products Tanker
9300350;AVRORA REGUL;Russia;273433680;UGGU;In Service/Commission;4378;Products Tanker
9313589;AVRORA SIRIUS;Russia;273445480;UHSW;In Service/Commission;4378;Products Tanker
9939319;AYAN;Russia;273298880;UBWW5;In Service/Commission;1049;Fishing Vessel
9729594;AZERBAIJAN;Russia;273398440;UBVP9;In Service/Commission;4698;Chemical/Products Tanker
9260299;AZIMUT;Russia;273438740;UBSR5;In Service/Commission;3234;Fishing Vessel
9156204;AZOV;Russia;273398130;UHFT;In Service/Commission;4955;General Cargo Ship
8943260;AZOV;Russia;273437770;UHDR;In Service/Commission;1910;Vegetable Oil Tanker
8100428;BADADA;Russia;273327500;UFDD;In Service/Commission;3415;General Cargo Ship
8842911;BAGRATION;Russia;273613100;UGAG;In Service/Commission;2384;Fishing Vessel
8139120;BAIGA;Russia;273295700;UAWF;In Service/Commission;1734;Fishing Vessel
9066411;BAKAR;Russia;273322350;UEDI;In Service/Commission;2032;Products Tanker
9797577;BAKHTEMIR;Russia;273418880;UBYQ7;In Service/Commission;3030;Salvage Ship
7945663;BAKLANOVO;Russia;273848210;UGBT;In Service/Commission;4347;Fish Factory Ship
9745720;BAKU;Russia;273390540;UBWP2;In Service/Commission;4684;Chemical/Products Tanker
8858702;BAKU BREEZE;Russia;273422360;UGFC;In Service/Commission;4997;General Cargo Ship
8857681;BAKU SKY;Russia;273356700;UBKG2;In Service/Commission;2583;General Cargo Ship
8867040;BAKU STAR;Russia;273352800;UBKG4;In Service/Commission;2570;General Cargo Ship
9804239;BALT FLOT 11;Russia;273388150;UAUI;In Service/Commission;5075;Products Tanker
9804241;BALT FLOT 12;Russia;273380460;UFST;In Service/Commission;5075;Products Tanker
9804215;BALT FLOT 14;Russia;273392370;UBQA;In Service/Commission;5075;Chemical/Products Tanker
9804227;BALT FLOT 15;Russia;273393370;UBPZ;In Service/Commission;5075;Chemical/Products Tanker
9829069;BALT FLOT 16;Russia;273391340;UGFX;In Service/Commission;5352;Chemical/Products Tanker
9829071;BALT FLOT 17;Russia;273393650;UBZP3;In Service/Commission;5352;Chemical/Products Tanker
9838199;BALT FLOT 18;Russia;273393560;UBBQ7;In Service/Commission;5352;Chemical/Products Tanker
9838204;BALT FLOT 19;Russia;273417140;UBIN;In Service/Commission;5352;Chemical/Products Tanker
9751884;BALT FLOT 2;Russia;273365790;UBGM8;In Service/Commission;3928;Products Tanker
9846237;BALT FLOT 20;Russia;273414840;UBVO;In Service/Commission;5352;Chemical/Products Tanker
9649237;BALTIKA;Russia;273320720;UBUK2;In Service/Commission;3808;Icebreaker
8318130;BALTIYSK;Russia;273317640;UHMA;In Service/Commission;20126;Rail Vehicles Carrier
9327176;BALTIYSKIY BEREG;Russia;273210460;UBKU5;In Service/Commission;2607;General Cargo Ship
9572020;BALTIYSKIY ISSLEDOVATEL;Russia;273392360;UBAQ4;In Casualty Or Repairing;2503;Offshore Support Vessel
7612450;BALTIYSKIY-107;Russia;273311600;UANO;In Service/Commission;1926;General Cargo Ship
7612424;BALTIYSKIY-108;Russia;273333600;UFSU;In Service/Commission;1926;General Cargo Ship
7612448;BALTIYSKIY-111;Russia;273334100;UDCC;In Service/Commission;1926;General Cargo Ship
6703771;BALTIYSKIY-40;Russia;273434910;UIZG;In Service/Commission;1948;General Cargo Ship
8518895;BALYUZEK;Russia;273316230;UBWH;In Service/Commission;3634;Refrigerated Cargo Ship
8419130;BARBAROS-III;Russia;273054913;;In Service/Commission;2206;Crane Vessel
9278600;BARENTS;Russia;273385970;UBIP2;In Service/Commission;3198;General Cargo Ship
9256676;BARENTSBURG;Russia;273433630;UBRR5;In Service/Commission;3694;Fish Factory Ship
9836153;BARENTSEVO MORE;Russia;273436210;UBHR4;In Service/Commission;5098;Fishing Vessel
7941239;BARON;Russia;273341900;UFHO;In Service/Commission;2615;Ore/Oil Carrier
8723311;BASKUNCHAKSKIY;Russia;273435310;UBAZ;In Service/Commission;2399;Fish Carrier
7911480;BATAYSK;Russia;273347320;UBXE3;In Service/Commission;3743;General Cargo Ship
8406573;BAVENIT;Russia;273459600;UAIO;In Service/Commission;3575;Drilling Ship
9621560;BAVLY;Russia;273358180;UBZI9;In Service/Commission;4541;Products Tanker
8943210;BEGEY;Russia;273421560;UDZQ;In Service/Commission;1745;General Cargo Ship
9775696;BELOE MORE;Russia;273421280;UBZQ4;In Service/Commission;2726;Trailing Suction Hopper Dredger
8705008;BELOMORSK;Russia;273370020;UBJM2;In Service/Commission;2805;Fish Factory Ship
8305781;BELOMORSKIY;Russia;273915100;UHYW;In Service/Commission;2628;Trailing Suction Hopper Dredger
7808334;BELOMORYE;Russia;273148810;UIVG;In Service/Commission;2206;Refrigerated Cargo Ship
9836177;BELOYE MORE;Russia;;;Launched;5098;Fishing Vessel
8878116;BEREZINA;Russia;273426900;UDLE;In Service/Commission;4407;Fish Factory Ship
9267297;BERING;Russia;273437510;UBHR6;In Service/Commission;7737;General Cargo Ship
9104029;BERING;Russia;273290530;UBVV4;In Service/Commission;3371;Fishing Vessel
9682411;BERINGOV PROLIV;Russia;273379540;UBAN3;In Service/Commission;4766;Salvage Ship
8899976;BERYL;Russia;273419510;UBYP;In Service/Commission;2454;General Cargo Ship
8878374;BETA;Russia;273353420;UBDH2;In Service/Commission;2463;General Cargo Ship
9701114;BEYA;Russia;273382260;UBRO9;In Service/Commission;2721;Anchor Handling Tug Supply
9797591;BEYSUG;Russia;273211330;UBRT2;In Service/Commission;3030;Salvage Ship
8603171;BIKIN;Russia;273353640;UBZH8;In Service/Commission;4148;Refrigerated Cargo Ship
8801632;BILIBINO;Russia;273327220;UEDL;In Service/Commission;6030;General Cargo Ship
9083184;BIRTHE THERESI;Russia;273352750;UHBI7;In Service/Commission;2094;Chemical/Products Tanker
9549621;BIRYUZA;Russia;273358960;UBQI7;In Service/Commission;3505;General Cargo Ship
8869945;BLACKWOOD;Russia;273434860;UGGE;In Service/Commission;5096;General Cargo Ship
9055230;BLANKET;Russia;273840800;UFMX;In Service/Commission;1315;Fishing Vessel
8936009;BOGATYR-4;Russia;273477210;UDUJ;In Service/Commission;1770;Crane Vessel
8620179;BOOTES;Russia;273217010;UFXX;In Service/Commission;1937;Fishing Vessel
9198783;BORAY;Russia;273610900;UBGX6;In Service/Commission;44067;Chemical/Products Tanker
4750665;BORIS AVERKIN;Russia;;;Keel Laid;3970;Replenishment Tanker
4772168;BORIS BOBKOV;Russia;;;Keel Laid;4000;Research Survey Vessel
8607414;BORIS SYROMYATNIKOV;Russia;273529800;UCUF;In Service/Commission;7765;Fish Factory Ship
8907058;BORIS TROFIMENKO;Russia;273880100;UHSR;In Service/Commission;7805;Fish Factory Ship
9000247;BORIS VILKITSKIY;Russia;273352860;UBPI6;In Service/Commission;5025;Chemical/Products Tanker
8831649;BORODINO;Russia;273457300;UAGW;In Service/Commission;4407;Fish Factory Ship
9010785;BOSFOR VOSTOCHNY;Russia;273383970;UEXJ;In Service/Commission;12413;Refrigerated Cargo Ship 
9411410;BOSS;Russia;273214780;UBZU2;In Service/Commission;5489;General Cargo Ship
8888070;BRATSK;Russia;273310010;UFFG;In Service/Commission;2441;General Cargo Ship
8619560;BRATTEGG;Russia;273359630;UBPH2;In Service/Commission;1630;Fishing Vessel
9836206;BRATYA LAPTEVY;Russia;;;Keel Laid;3787;Fishing Vessel
7832347;BREST;Russia;273298800;UAWS;In Service/Commission;1734;Fishing Vessel
8210247;BUKHTA ASACHA;Russia;273358410;UHJK;In Service/Commission;3235;Refrigerated Cargo Ship
9183829;BUKHTA GERTNERA;Russia;273218180;UBWU3;In Service/Commission;14400;Chemical/Products Tanker
9183817;BUKHTA NAGAEVA;Russia;273219140;UBVT6;In Service/Commission;14400;Chemical/Products Tanker
8313879;BUKHTA NAGAEVA;Russia;273442740;UDVM;In Service/Commission;3226;Refrigerated Cargo Ship
7929786;BUKHTA NATALII;Russia;273358660;UBNI6;In Service/Commission;1221;Refrigerated Cargo Ship 
9944053;BUKHTA NATALII;Russia;;;Under Construction;1150;Fishing Vessel
9943750;BUKHTA OLGA;Russia;;;Under Construction;1150;Fishing Vessel
9121120;BUKHTA PREOBRAZHENIYA;Russia;273435250;UAPN;In Service/Commission;4407;Fish Factory Ship
9076272;BUKHTA RUSSKAYA;Russia;273332290;UFLQ;In Service/Commission;6964;Refrigerated Cargo Ship
7941643;BUTOVSK;Russia;273847910;UGBC;In Service/Commission;4347;Fish Factory Ship
8723309;BUZANSKIY;Russia;273433460;UDWZ;In Service/Commission;2399;Fishing Vessel
9540302;CALLIOPE;Russia;273348630;UHXL;In Service/Commission;4824;Chemical/Products Tanker
9040077;CALLISTO;Russia;273215290;UBBV8;In Service/Commission;6243;Chemical/Products Tanker
9718923;CAMINERO;Russia;273390850;UDSP;In Service/Commission;4698;Chemical/Products Tanker
9081655;CANARIAN REEFER;Russia;273354770;UBXI2;In Service/Commission;6971;Refrigerated Cargo Ship
7700087;CANOPUS;Russia;273317810;UCTB;In Service/Commission;1728;Refrigerated Cargo Ship
7612412;CAPELLA;Russia;273331110;UBCF7;In Service/Commission;2349;General Cargo Ship
9944003;CAPTAIN GUBAREV;Russia;;;Keel Laid;1500;Fishing Vessel
8862038;CAPTAIN IVAN VIKULOV;Russia;273457720;UGRZ;In Service/Commission;4873;General Cargo Ship
9081667;CAPTAIN MOKEEV;Russia;273358980;UBMJ3;In Service/Commission;6971;Refrigerated Cargo Ship
9944883;CAPTAIN SKOVPEN;Russia;;;Keel Laid;1655;Fishing Vessel
8401236;CAPTAIN STAROSTIN;Russia;273358310;UBUG8;In Service/Commission;4983;General Cargo Ship
8318740;CAPTAIN YAKUBOVICH;Russia;273348130;UBCG2;In Service/Commission;6182;General Cargo Ship
8821462;CAROLINA 77;Russia;273353060;UBPG9;In Service/Commission;1195;Fishing Vessel
8709676;CASPIAN CARRIER;Russia;273426250;UEMU;Laid-Up;4185;Products Tanker
9235684;CASPIAN LEADER;Russia;273440170;UGOQ;In Service/Commission;5137;Products Tanker
9211896;CASPIAN SPRINTER;Russia;273449070;UCUI;In Service/Commission;5137;Products Tanker
9228332;CASPIAN STREAM;Russia;273448070;UCRQ;In Service/Commission;5137;Products Tanker
9848601;CASTOR;Russia;;;Launched;2250;Fishing Vessel
9845520;CATHERINE THE GREAT;Russia;;;Launched;8842;Platform Supply Ship
8875097;CHALTYR;Russia;273331700;UBFW;In Service/Commission;2998;General Cargo Ship
9184627;CHAMPION;Russia;273433450;UBUR6;In Service/Commission;1682;Fishing Vessel
7628265;CHARA;Russia;273441770;UITD;In Service/Commission;5476;General Cargo Ship
9555345;CHAROITE;Russia;273330940;UBAK5;In Service/Commission;3505;General Cargo Ship
9386158;CHELSEA-5;Russia;273295150;UBCW7;In Service/Commission;5216;General Cargo Ship
9386160;CHELSEA-6;Russia;273294960;UBKW7;In Service/Commission;5216;General Cargo Ship
9924106;CHUKOTKA;Russia;;;Keel Laid;33540;Icebreaker
7927960;CHUKOTKA+;Russia;273389070;UBUO5;In Service/Commission;8806;Products Tanker
9376593;CLIMENE;Russia;273314050;UBAG;In Service/Commission;4385;Products Tanker
9593921;CLOE;Russia;273352720;UBFH4;In Service/Commission;5128;Chemical/Products Tanker
9640580;CONSTRUCTOR ZHIVOTOVSKY;Russia;273351180;UDTG;In Service/Commission;5075;Chemical/Products Tanker
8932302;CORAL;Russia;273427610;UBKJ;In Service/Commission;2456;General Cargo Ship
9004358;CORONA REEFER;Russia;273352700;UIAE;In Service/Commission;1488;Fish Carrier
8861682;CORUS 1;Russia;273345130;UBBG9;In Service/Commission;1874;General Cargo Ship
8509583;CRYSTAL AFRICA;Russia;273338510;UBGF6;In Service/Commission;7057;Refrigerated Cargo Ship
9061904;CRYSTAL AMAZONIA;Russia;273433140;UBRR7;In Service/Commission;7307;Refrigerated Cargo Ship
9073268;CRYSTAL ANTARCTIDA;Russia;273395490;UDWU;In Service/Commission;7533;Refrigerated Cargo Ship
8509571;CRYSTAL ARCTICA;Russia;273337510;UBGF5;In Service/Commission;7392;Refrigerated Cargo Ship
9053957;CRYSTAL ASIA;Russia;273394490;UDSR;In Service/Commission;7534;Refrigerated Cargo Ship
8509569;CRYSTAL ATLANTICA;Russia;273353800;UBKG5;In Service/Commission;7389;Refrigerated Cargo Ship
9251509;CRYSTAL VLADIVOSTOK;Russia;273217120;UBET2;In Service/Commission;4454;General Cargo Ship
9540340;DAFNE;Russia;273355800;UBKG6;In Service/Commission;4824;Chemical/Products Tanker
8723268;DAGESTANSKIY;Russia;273616100;UCWZ;In Service/Commission;2165;Fishing Vessel
9342657;DAHI BYULBYUL;Russia;273430590;UHQX;In Service/Commission;4534;Chemical/Products Tanker
8856998;DALMOS;Russia;273856100;UFXH;In Service/Commission;8289;Fish Factory Ship
8513039;DANIDIN;Russia;273215390;UBVC7;In Service/Commission;5598;Refrigerated Cargo Ship
8516782;DARIA;Russia;273417340;UDWX;In Service/Commission;2598;Fish Factory Ship
8509167;DAVID PASHAEV;Russia;273422500;UCUH;In Service/Commission;4575;Passenger Ship
8844139;DELTA;Russia;273416780;UBYQ5;In Service/Commission;2463;General Cargo Ship
8711887;DESNA;Russia;273130600;UCSR;In Service/Commission;1908;Bunkering Tanker (Oil)
8935457;DIAMOND;Russia;273446370;UDTU;In Service/Commission;2879;General Cargo Ship
8009208;DIKSON;Russia;273912100;UHRL;In Service/Commission;5342;Icebreaker
9125920;DIONA;Russia;273818000;UCBY;In Service/Commission;2392;Fish Factory Ship
8724767;DMITRIY RULEVSKIY;Russia;273424720;UBQO;In Service/Commission;1896;Bunkering Tanker (Oil)
9888182;DMITRY MENDELEEV;Russia;273296810;UBJV8;In Service/Commission;6690;Bunkering Tanker (LNG)
9683726;DMITRY POKROVSKY;Russia;273332580;UEHF;In Service/Commission;5075;Products Tanker
9435349;DON RIVER;Russia;273337920;UHQD;In Service/Commission;4681;Chemical/Products Tanker
9282091;DONMASTER PRIDE;Russia;273389360;UGRM;In Service/Commission;2914;General Cargo Ship
9282089;DONMASTER SPIRIT;Russia;273395750;UFMZ;In Service/Commission;2914;General Cargo Ship
9421958;DORIDE;Russia;273342520;UBYE9;In Service/Commission;4385;Products Tanker
6920094;DUDINKA;Russia;273314360;UHOR;In Service/Commission;4121;Icebreaker
8728048;DUNE-2;Russia;273214220;UBET9;In Service/Commission;2516;General Cargo Ship
8711734;DVINA;Russia;273137500;UCSO;In Service/Commission;1897;Products Tanker 
8866773;DVINA;Russia;273419410;UIYL;In Service/Commission;2426;General Cargo Ship
8922486;DVINSKIY ZALIV;Russia;273914100;UHXI;In Service/Commission;2081;Bucket Ladder Dredger
8857174;DZHAMRAT;Russia;273441070;UBPN5;In Service/Commission;1896;Products Tanker 
9280184;EBRU;Russia;273335780;UBOK3;In Service/Commission;2435;Products Tanker
8729652;EGLAINE;Russia;273825000;UCFD;In Service/Commission;4416;Fish Factory Ship
7912044;EGVEKINOT;Russia;273445390;UFIB;In Service/Commission;4110;Products Tanker
9376608;ELEKTRA;Russia;273315050;UAZB;In Service/Commission;4385;Products Tanker
8848408;ELGA 1;Russia;273354910;UAYJ;In Service/Commission;4966;General Cargo Ship
8935407;EMERALD;Russia;273447370;UDYW;In Service/Commission;2879;General Cargo Ship
9517082;ENCELADUS;Russia;273352050;UBOG6;In Service/Commission;4384;Chemical/Products Tanker
9924443;ENGINEER-ADMIRAL KOTOV;Russia;;;On Order/Not Commenced;7763;Replenishment Tanker
9585273;ENISEY;Russia;273357330;UBLH2;In Service/Commission;16110;Products Tanker
9079169;ENISEY;Russia;273212240;UBVT8;In Service/Commission;27078;Bulk Carrier
8135007;EPRON;Russia;273127000;UFSK;In Service/Commission;1160;Tug
8502119;ERMAK;Russia;273326150;UFBE;In Service/Commission;6418;General Cargo Ship
8038259;ERNA;Russia;273434800;UBIR7;In Service/Commission;2491;General Cargo Ship
8907072;EROFEY;Russia;273299430;UBVV3;In Service/Commission;7749;Fish Factory Ship
8908117;ESTER;Russia;273397450;UBHP;In Service/Commission;7765;Fish Factory Ship
7433842;EVENING STAR;Russia;273421800;UADM;In Service/Commission;1084;Fishing Vessel
9131591;FAVORIT;Russia;273214580;UBYU2;In Service/Commission;1428;Fishing Vessel
8912338;FEDOR KOVROV;Russia;273381250;UBIO4;In Service/Commission;2637;Platform Supply Ship
9753739;FEDOR USHAKOV;Russia;273396260;UBAQ3;In Service/Commission;8597;Standby Safety Vessel
9287699;FESCO MAGADAN;Russia;273452980;UBUS7;In Service/Commission;7519;Container Ship (Fully Cellular)
9277412;FESCO MONERON;Russia;273210520;UBHT4;In Service/Commission;7519;Container Ship (Fully Cellular)
9126259;FESCO NAGAEVO;Russia;273387620;UBCO2;In Service/Commission;3999;Container Ship (Fully Cellular)
9296999;FESCO NAVARIN;Russia;273343170;UBSL9;In Service/Commission;6454;Container Ship (Fully Cellular)
9272670;FESCO NEVELSK;Russia;273419340;UHMR;In Service/Commission;4450;General Cargo Ship
9296987;FESCO NOVIK;Russia;273329660;UCCJ;In Service/Commission;6454;Container Ship (Fully Cellular)
9402031;FESCO OLGA;Russia;273296280;UBRW8;In Service/Commission;9614;General Cargo Ship
9261073;FESCO PARIS;Russia;273215160;UBQU9;In Service/Commission;9611;General Cargo Ship
8801606;FESCO PIONER;Russia;273329210;UHHD;In Service/Commission;6030;General Cargo Ship
9312157;FESCO ULISS;Russia;273210050;UBBU4;In Service/Commission;9615;General Cargo Ship
9301304;FESCO YANINA;Russia;273298570;UBOW6;In Service/Commission;9522;Container Ship (Fully Cellular)
9272412;FINVAL;Russia;;UBSU4;Laid-Up;3905;Anchor Handling Tug Supply
8414477;FLANDRIA;Russia;273350220;UBBH2;In Service/Commission;2183;Chemical/Products Tanker
8521892;FLESTINA 2;Russia;273426960;UBDX;In Service/Commission;1568;General Cargo Ship
9962756;FLOATING CRANE 3500;Russia;;;Keel Laid;2392;Crane Vessel
9354636;FLURA;Russia;273318520;UHIT;In Service/Commission;4534;Chemical/Products Tanker
8711758;FOKINO;Russia;273439060;UBAA;In Service/Commission;1896;Products Tanker 
9039767;FORPOST;Russia;273355780;UBNJ3;In Service/Commission;2943;Fish Factory Ship
7349405;FORT;Russia;273356450;UBFI7;Laid-Up;1399;Hopper, Motor
8674156;FORTUNA;Russia;273395690;UBDP8;In Service/Commission;40978;Pipe Layer Crane Vessel
9066409;FORTUNA 1;Russia;273337720;UBRF8;In Service/Commission;1117;Products Tanker
8231007;FORWARD;Russia;273214390;UBCV6;In Service/Commission;2594;General Cargo Ship
8015881;FREYA;Russia;273337240;UHGD;In Service/Commission;1876;Products Tanker
9081631;FRIO AGATES;Russia;273335960;UGKH;In Service/Commission;6964;Refrigerated Cargo Ship
9078282;FRIO ANTWERP;Russia;273219590;UBDV8;In Service/Commission;7307;Refrigerated Cargo Ship
9015785;FRIO KIANIT;Russia;273213710;UBCT2;In Service/Commission;5617;Refrigerated Cargo Ship
8845717;FRIO MURMANSK;Russia;273441710;UBXR6;In Service/Commission;6989;Refrigerated Cargo Ship
8800224;FRIO NAVARIN;Russia;273294090;UBXW8;In Service/Commission;4970;Refrigerated Cargo Ship
9014793;FRIO SAPFIR;Russia;273398990;UBFP5;In Service/Commission;6082;Refrigerated Cargo Ship
8860432;FRIO SEVASTOPOLIS;Russia;273357670;UBWI5;In Service/Commission;6971;Refrigerated Cargo Ship
7812024;FROST OLYMPOS;Russia;273311610;UBYV;In Service/Commission;3835;Refrigerated Cargo Ship
9156993;G. PUCCINI;Russia;273216520;UBHT6;In Service/Commission;2195;Chemical/Products Tanker
9156981;G.ROSSINI;Russia;273217520;UBHT7;In Service/Commission;2195;Chemical/Products Tanker
8869361;GABDULLA TUKAY;Russia;273338400;UISY;In Service/Commission;2829;General Cargo Ship
9862229;GALAKTIK;Russia;273458620;UBFS4;In Service/Commission;4035;Products Tanker
8844957;GALAN;Russia;273417810;UGGD;In Service/Commission;2597;General Cargo Ship
8867301;GAMMA;Russia;273451510;UGYQ;In Service/Commission;2447;General Cargo Ship
9886237;GANDVIK-1;Russia;273616700;UBFX6;Launched;2205;Fishing Vessel
9886263;GANDVIK-2;Russia;;;Launched;2205;Fishing Vessel
9886287;GANDVIK-3;Russia;;;Keel Laid;2205;Fishing Vessel
9616955;GARMONIA;Russia;273358450;UBFI8;In Service/Commission;5144;Chemical/Products Tanker
8516639;GARMONIYA;Russia;273312860;UERQ;In Service/Commission;4295;Refrigerated Cargo Ship
9167930;GAZPROMNEFT MURMANSK;Russia;273529000;UBRR2;In Service/Commission;5698;Products Tanker
8915550;GAZPROMNEFT NORD;Russia;273358610;UBXG6;In Service/Commission;3206;Products Tanker
9422653;GAZPROMNEFT NORDEAST;Russia;273334570;UBIK8;In Service/Commission;1921;Chemical/Products Tanker
